2016-06-15	277141	55049
2016-06-16	289305	46198
2016-06-17	276374	54236
2016-06-18	250327	48901
2016-06-19	225692	45270
2016-06-20	242758	52247
2016-06-21	264090	53564
2016-06-22	270577	55749
2016-06-23	282186	53206
2016-06-24	275270	54186
2016-06-25	260930	43000
2016-06-26	224235	42992
2016-06-27	257074	47023
2016-06-28	254575	49593
2016-06-29	259466	54882
2016-06-30	259710	54843
2016-07-01	230856	39669
2016-07-02	177939	35837
2016-07-03	153349	35348
2016-07-04	149817	34860
2016-07-05	209873	43744
2016-07-06	227365	51353
2016-07-07	254354	48742
2016-07-08	247059	44419
2016-07-09	223872	38142
2016-07-10	206200	41991
2016-07-11	221961	52870
2016-07-12	246997	56537
2016-07-13	268746	55486
2016-07-14	269441	50350
2016-07-15	265498	48572
2016-07-16	234610	38406
2016-07-17	219196	41347
2016-07-18	237620	43687
2016-07-19	249124	54593
2016-07-20	257844	57225
2016-07-21	262870	54842
2016-07-22	266098	49191
2016-07-23	237240	37523
2016-07-24	217465	39637
2016-07-25	231799	35379
2016-07-26	252599	52912
2016-07-27	262086	54163
2016-07-28	267232	50151
2016-07-29	256511	37703
2016-07-30	230521	27780
2016-07-31	206336	27651
2016-08-01	222432	49401
2016-08-02	238242	56764
2016-08-03	244859	57003
2016-08-04	254371	56604
2016-08-05	242639	53297
2016-08-06	217319	44213
2016-08-07	197156	43631
2016-08-08	209966	52262
2016-08-09	235071	56112
2016-08-10	250174	50114
2016-08-11	262332	47430
2016-08-12	255085	44750
2016-08-13	226292	38912
2016-08-14	194334	32961
2016-08-15	219317	49063
2016-08-16	240900	50426
2016-08-17	241683	53989
2016-08-18	247520	53218
2016-08-19	239541	51669
2016-08-20	211224	45817
2016-08-21	196721	35051
2016-08-22	203260	54404
2016-08-23	218997	58674
2016-08-24	231911	58154
2016-08-25	239035	53487
2016-08-26	229624	52037
2016-08-27	206745	45674
2016-08-28	193467	44639
2016-08-29	206777	53288
2016-08-30	217322	57405
2016-08-31	232302	57214
2016-09-01	237398	38187
2016-09-02	211633	53007
2016-09-03	178056	41630
2016-09-04	161985	46023
2016-09-05	156975	45436
2016-09-06	232000	52447
2016-09-07	256295	60500
2016-09-08	271285	61596
2016-09-09	274314	56813
2016-09-10	265311	48455
2016-09-11	233462	52245
2016-09-12	224013	61103
2016-09-13	250821	64839
2016-09-14	258942	59203
2016-09-15	265890	67331
2016-09-16	266696	65275
2016-09-17	254366	59200
2016-09-18	229011	51686
2016-09-19	212503	34217
2016-09-20	229715	64891
2016-09-21	237377	65463
2016-09-22	253290	67810
2016-09-23	257332	65517
2016-09-24	254820	53259
2016-09-25	231735	53568
2016-09-26	233747	61386
2016-09-27	250441	61346
2016-09-28	263635	59464
2016-09-29	268305	55578
2016-09-30	266353	21381
2016-10-01	248592	39811
2016-10-02	222431	41023
2016-10-03	207200	56384
2016-10-04	232835	60379
2016-10-05	262150	65053
2016-10-06	269435	67585
2016-10-07	261520	65896
2016-10-08	253988	34625
2016-10-09	226146	21689
2016-10-10	207806	52255
2016-10-11	234114	58768
2016-10-12	229438	57690
2016-10-13	268249	61217
2016-10-14	271884	60566
2016-10-15	257944	51992
2016-10-16	229826	48870
2016-10-17	230039	62657
2016-10-18	247804	68240
2016-10-19	259707	69772
2016-10-20	267206	63674
2016-10-21	269182	40873
2016-10-22	270768	25303
2016-10-23	235399	41463
2016-10-24	237014	55261
2016-10-25	263842	52681
2016-10-26	268396	52484
2016-10-27	265629	21058
2016-10-28	277137	46242
2016-10-29	263489	42514
2016-10-30	234135	37765
2016-10-31	225316	50082
2016-11-01	259181	55967
2016-11-02	254857	62144
2016-11-03	273167	59641
2016-11-04	270834	57877
2016-11-05	264680	48689
2016-11-06	230038	39413
2016-11-07	235434	49890
2016-11-08	233634	56603
2016-11-09	260693	38060
2016-11-10	263257	50871
2016-11-11	257741	45832
2016-11-12	258768	34667
2016-11-13	233345	36810
2016-11-14	234644	48834
2016-11-15	258401	22896
2016-11-16	256619	53342
2016-11-17	264559	53895
2016-11-18	268870	53390
2016-11-19	260674	41213
2016-11-20	232142	20617
2016-11-21	240194	32972
2016-11-22	253313	36749
2016-11-23	231171	34466
2016-11-24	147078	12122
2016-11-25	162047	20980
2016-11-26	197096	23811
2016-11-27	193380	24077
2016-11-28	219089	42091
2016-11-29	239281	14588
2016-11-30	248190	24435
2016-12-01	267662	43242
2016-12-02	279827	42371
2016-12-03	270525	29854
2016-12-04	237448	27455
2016-12-05	244140	35932
2016-12-06	257821	33332
2016-12-07	265434	38021
2016-12-08	276010	39626
2016-12-09	290746	33547
2016-12-10	278077	22379
2016-12-11	232804	17799
2016-12-12	241793	29037
2016-12-13	260210	39025
2016-12-14	275812	37808
2016-12-15	295563	25015
2016-12-16	300889	24490
2016-12-17	262801	6993
2016-12-18	238159	16295
2016-12-19	250044	25649
2016-12-20	259430	27685
2016-12-21	254174	30625
2016-12-22	244320	30889
2016-12-23	222251	26344
2016-12-24	172355	8014
2016-12-25	110985	9924
2016-12-26	135417	10775
2016-12-27	169807	25955
2016-12-28	188728	23601
2016-12-29	198495	13207
2016-12-30	206361	21375
2016-12-31	189957	15928
